,Metro,State,zipcode,City,County
5876,Greenville-Anderson-Mauldin,SC,29627,Belton,Anderson County
5877,Philadelphia-Camden-Wilmington,PA,19008,Broomall,Delaware County
5878,Philadelphia-Camden-Wilmington,PA,19073,Newtown,Delaware County
5879,Parkersburg-Vienna,WV,26104,Parkersburg,Wood County
5880,Los Angeles-Long Beach-Anaheim,CA,91506,Burbank,Los Angeles County
5881,New York-Newark-Jersey City,NY,11784,Selden,Suffolk County
5882,Boise City,ID,83716,Boise,Ada County
5883,Louisville/Jefferson County,KY,40059,Prospect,Jefferson County
5884,Los Angeles-Long Beach-Anaheim,CA,91731,El Monte,Los Angeles County
5885,Kalispell,MT,59937,Whitefish,Flathead County
5886,Ocala,FL,34480,Ocala,Marion County
5887,Barnstable Town,MA,2601,Barnstable,Barnstable County
5888,Binghamton,NY,13903,Binghamton,Broome County
5889,Boston-Cambridge-Newton,MA,2190,Weymouth,Norfolk County
5890,North Port-Sarasota-Bradenton,FL,34286,North Port,Sarasota County
5891,Philadelphia-Camden-Wilmington,PA,19341,Exton,Chester County
5892,Philadelphia-Camden-Wilmington,PA,19090,Willow Grove,Montgomery County
5893,Boston-Cambridge-Newton,MA,2152,Winthrop,Suffolk County
5894,Gulfport-Biloxi-Pascagoula,MS,39553,Gautier,Jackson County
5895,Tulsa,OK,74021,Collinsville,Tulsa County
5896,New York-Newark-Jersey City,NY,10303,New York,Richmond County
5897,Louisville/Jefferson County,KY,40014,Crestwood,Oldham County
5898,Nacogdoches,TX,75964,Nacogdoches,Nacogdoches County
5899,Orlando-Kissimmee-Sanford,FL,34714,Citrus Ridge,Osceola County
5900,Rockford,IL,61073,Roscoe,Winnebago County
5901,Pinehurst-Southern Pines,NC,28387,Southern Pines,Moore County
5902,Akron,OH,44333,Fairlawn,Summit County
5903,Grand Rapids-Wyoming,MI,49401,Allendale,Ottawa County
5904,Heber,UT,84032,Heber City,Wasatch County
5905,Dallas-Fort Worth-Arlington,TX,75215,Dallas,Dallas County
5906,Oklahoma City,OK,73010,Blanchard,McClain County
5907,San Francisco-Oakland-Hayward,CA,94127,San Francisco,San Francisco County
5908,Canton-Massillon,OH,44647,Massillon,Stark County
5909,St. Louis,IL,62220,Belleville,Saint Clair County
5910,London,KY,40769,Williamsburg,Whitley County
5911,Seattle-Tacoma-Bellevue,WA,98422,Tacoma,Pierce County
5912,Winston-Salem,NC,27021,King,Stokes County
5913,Somerset,KY,42501,Somerset,Pulaski County
5914,Knoxville,TN,37748,Harriman,Roane County
5915,Detroit-Warren-Dearborn,MI,48184,Wayne,Wayne County
5916,Providence-Warwick,RI,2842,Middletown,Newport County
5917,Milwaukee-Waukesha-West Allis,WI,53024,Grafton,Ozaukee County
5918,Vallejo-Fairfield,CA,95620,Dixon,Solano County
5919,Tampa-St. Petersburg-Clearwater,FL,33760,South Highpoint,Pinellas County
5920,Minneapolis-St. Paul-Bloomington,MN,55438,Bloomington,Hennepin County
5921,Philadelphia-Camden-Wilmington,NJ,8015,Browns Mills,Burlington County
5922,Tampa-St. Petersburg-Clearwater,FL,33704,Saint Petersburg,Pinellas County
5923,Los Angeles-Long Beach-Anaheim,CA,92603,Irvine,Orange County
5924,Laurel,MS,39440,Laurel,Jones County
5925,Portland-Vancouver-Hillsboro,WA,98642,Ridgefield,Clark County
5926,Boston-Cambridge-Newton,MA,2476,Arlington,Middlesex County
5927,Akron,OH,44278,Tallmadge,Summit County
5928,Washington-Arlington-Alexandria,WV,25414,Charles Town,Jefferson County
5929,Charlottesville,VA,22911,Charlottesville,Albemarle County
5930,Minneapolis-St. Paul-Bloomington,MN,55362,Monticello,Wright County
5931,New Orleans-Metairie,LA,70435,Covington,Saint Tammany Parish
5932,Denver-Aurora-Lakewood,CO,80223,Denver,Denver County
5933,Detroit-Warren-Dearborn,MI,48240,Redford,Wayne County
5934,Kingsport-Bristol-Bristol,VA,24201,Bristol,Bristol City
5935,Madison,WI,53597,Waunakee,Dane County
5936,Portland-Vancouver-Hillsboro,OR,97060,Troutdale,Multnomah County
5937,Scranton--Wilkes-Barre--Hazleton,PA,18640,Pittston,Luzerne County
5938,North Port-Sarasota-Bradenton,FL,34222,Ellenton,Manatee County
5939,Athens,TX,75156,Gun Barrel City,Henderson County
5940,Oklahoma City,OK,73036,El Reno,Canadian County
5941,Provo-Orem,UT,84651,Payson,Utah County
5942,Los Angeles-Long Beach-Anaheim,CA,90245,El Segundo,Los Angeles County
5943,Rochester,NY,14610,Rochester,Monroe County
5944,Shawano,WI,54166,Shawano,Shawano County
5945,New York-Newark-Jersey City,NY,10543,Mamaroneck,Westchester County
5946,Sebring,FL,33872,Sebring,Highlands County
5947,Cleveland-Elyria,OH,44092,Wickliffe,Lake County
5948,Philadelphia-Camden-Wilmington,MD,21901,North East,Cecil County
5949,Eugene,OR,97424,Cottage Grove,Lane County
5950,Bridgeport-Stamford-Norwalk,CT,6801,Bethel,Fairfield County
5951,Milwaukee-Waukesha-West Allis,WI,53012,Cedarburg,Ozaukee County
5952,Minneapolis-St. Paul-Bloomington,MN,55405,Minneapolis,Hennepin County
5953,Grand Rapids-Wyoming,MI,49058,Hastings,Barry County
5954,New York-Newark-Jersey City,NY,11694,New York,Queens County
5955,Palm Bay-Melbourne-Titusville,FL,32920,Cape Canaveral,Brevard County
5956,Santa Fe,NM,87508,Santa Fe,Santa Fe County
5957,Pittsburgh,PA,16201,Kittanning,Armstrong County
5958,Cleveland-Elyria,OH,44055,Lorain,Lorain County
5959,New York-Newark-Jersey City,NY,11422,New York,Queens County
5960,Durham-Chapel Hill,NC,27510,Carrboro,Orange County
5961,Lake City,FL,32025,Lake City,Columbia County
5962,San Jose-Sunnyvale-Santa Clara,CA,94022,Los Altos,Santa Clara County
5963,New York-Newark-Jersey City,NY,10605,White Plains,Westchester County
5964,Los Angeles-Long Beach-Anaheim,CA,90061,Los Angeles,Los Angeles County
5965,Los Angeles-Long Beach-Anaheim,CA,91040,Los Angeles,Los Angeles County
5966,Ocean City,NJ,8210,Middle,Cape May County
5967,Washington-Arlington-Alexandria,MD,20657,Lusby,Calvert County
5968,Pocatello,ID,83204,Pocatello,Bannock County
5969,Stockton-Lodi,CA,95212,Stockton,San Joaquin County
5970,New York-Newark-Jersey City,NJ,7206,Elizabeth,Union County
5971,New York-Newark-Jersey City,NY,12508,Beacon,Dutchess County
5972,Palm Bay-Melbourne-Titusville,FL,32934,Melbourne,Brevard County
5973,New York-Newark-Jersey City,NY,10703,Yonkers,Westchester County
5974,Cincinnati,OH,45205,Cincinnati,Hamilton County
5975,Atlanta-Sandy Springs-Roswell,GA,30277,Sharpsburg,Coweta County
5976,Austin-Round Rock,TX,78620,Dripping Springs,Hays County
5977,Sioux Falls,SD,57110,Sioux Falls,Minnehaha County
5978,Auburn-Opelika,AL,36804,Opelika,Lee County
5979,McAllen-Edinburg-Mission,TX,78503,McAllen,Hidalgo County
5980,Ocala,FL,34474,Ocala,Marion County
5981,Portland-Vancouver-Hillsboro,WA,98686,Vancouver,Clark County
5982,Nashville-Davidson--Murfreesboro--Franklin,TN,37015,Ashland City,Cheatham County
5983,Las Vegas-Henderson-Paradise,NV,89027,Mesquite,Clark County
5984,Houston-The Woodlands-Sugar Land,TX,77039,Houston,Harris County
5985,Lincoln,NE,68505,Lincoln,Lancaster County
5986,Philadelphia-Camden-Wilmington,DE,19804,Newport,New Castle County
5987,Dallas-Fort Worth-Arlington,TX,75407,Princeton,Collin County
5988,Grand Rapids-Wyoming,MI,48838,Greenville,Montcalm County
5989,Tampa-St. Petersburg-Clearwater,FL,33566,Plant City,Hillsborough County
5990,,MS,38829,Booneville,Prentiss County
5991,New York-Newark-Jersey City,NY,11010,Franklin Square,Nassau County
5992,Philadelphia-Camden-Wilmington,PA,18914,New Britain,Bucks County
5993,Pittsburgh,PA,15228,Pittsburgh,Allegheny County
5994,Ukiah,CA,95437,Fort Bragg,Mendocino County
5995,Springfield,MA,1001,Agawam,Hampden County
5996,Milwaukee-Waukesha-West Allis,WI,53149,Mukwonago,Waukesha County
5997,Dallas-Fort Worth-Arlington,TX,76052,Fort Worth,Tarrant County
5998,Kansas City,KS,66221,Overland Park,Johnson County
5999,Glens Falls,NY,12801,Glens Falls,Warren County
6000,Chicago-Naperville-Elgin,IL,60153,Maywood,Cook County
6001,Boston-Cambridge-Newton,MA,2451,Waltham,Middlesex County
6002,New Haven-Milford,CT,6401,Ansonia,New Haven County
6003,North Port-Sarasota-Bradenton,FL,34235,Sarasota,Sarasota County
6004,Baltimore-Columbia-Towson,MD,21409,Annapolis,Anne Arundel County
6005,Lafayette,LA,70526,Crowley,Acadia Parish
6006,Lexington-Fayette,KY,40361,Paris,Bourbon County
6007,Lake City,FL,32024,Lake City,Columbia County
6008,Dunn,NC,27546,Lillington,Harnett County
6009,Uvalde,TX,78801,Uvalde,Uvalde County
6010,Milwaukee-Waukesha-West Allis,WI,53089,Sussex,Waukesha County
6011,St. Louis,IL,62223,Belleville,Saint Clair County
6012,Minneapolis-St. Paul-Bloomington,MN,55127,Vadnais Heights,Ramsey County
6013,Dayton,OH,45426,Trotwood,Montgomery County
6014,Portland-Vancouver-Hillsboro,OR,97215,Portland,Multnomah County
6015,Tampa-St. Petersburg-Clearwater,FL,33767,Clearwater,Pinellas County
6016,Punta Gorda,FL,33983,Punta Gorda,Charlotte County
6017,Portland-South Portland,ME,4073,Sanford,York County
6018,New York-Newark-Jersey City,NY,11552,West Hempstead,Nassau County
6019,Chicago-Naperville-Elgin,IL,60513,Brookfield,Cook County
6020,San Francisco-Oakland-Hayward,CA,94618,Oakland,Alameda County
6021,Akron,OH,44241,Streetsboro,Portage County
6022,Scottsbluff,NE,69361,Scottsbluff,Scotts Bluff County
6023,San Francisco-Oakland-Hayward,CA,94564,Pinole,Contra Costa County
6024,Des Moines-West Des Moines,IA,50312,Des Moines,Polk County
6025,London,KY,40744,London,Laurel County
6026,Riverside-San Bernardino-Ontario,CA,92532,Lake Elsinore,Riverside County
6027,Myrtle Beach-Conway-North Myrtle Beach,SC,29569,Loris,Horry County
6028,Charlotte-Concord-Gastonia,NC,28034,Dallas,Gaston County
6029,Youngstown-Warren-Boardman,OH,44410,Cortland,Trumbull County
6030,Phoenix-Mesa-Scottsdale,AZ,85253,Paradise Valley,Maricopa County
6031,Gulfport-Biloxi-Pascagoula,MS,39565,Vancleave,Jackson County
6032,Worcester,MA,1609,Worcester,Worcester County
6033,North Port-Sarasota-Bradenton,FL,34228,Longboat Key,Sarasota County
6034,Knoxville,TN,37938,Knoxville,Knox County
6035,New York-Newark-Jersey City,NY,11762,Massapequa Park,Nassau County
6036,,MO,65020,Camdenton,Camden County
6037,Providence-Warwick,RI,2878,Tiverton,Newport County
6038,Louisville/Jefferson County,KY,40213,Louisville,Jefferson County
6039,Asheville,NC,28801,Asheville,Buncombe County
6040,Bridgeport-Stamford-Norwalk,CT,6840,New Canaan,Fairfield County
6041,Tulsa,OK,74106,Tulsa,Tulsa County
6042,Houston-The Woodlands-Sugar Land,TX,77568,La Marque,Galveston County
6043,Charleston,WV,25302,Charleston,Kanawha County
6044,St. Louis,MO,63084,Union,Franklin County
6045,Harrisburg-Carlisle,PA,17025,East Pennsboro,Cumberland County
6046,Minneapolis-St. Paul-Bloomington,MN,55331,Shorewood,Hennepin County
6047,Kearney,NE,68847,Kearney,Buffalo County
6048,Springfield,IL,62711,Springfield,Sangamon County
6049,Boston-Cambridge-Newton,MA,2066,Scituate,Plymouth County
6050,Tampa-St. Petersburg-Clearwater,FL,34685,Palm Harbor,Pinellas County
6051,Port Lavaca,TX,77979,Port Lavaca,Calhoun County
6052,Ogdensburg-Massena,NY,13662,Massena,Saint Lawrence County
6053,Oklahoma City,OK,73109,Oklahoma City,Oklahoma County
6054,Pittsburgh,PA,15017,South Fayette,Allegheny County
6055,San Francisco-Oakland-Hayward,CA,94563,Orinda,Contra Costa County
6056,Oklahoma City,OK,73142,Oklahoma City,Oklahoma County
6057,Tulsa,OK,74114,Tulsa,Tulsa County
6058,Jefferson,GA,30548,Hoschton,Jackson County
6059,Oak Harbor,WA,98282,Camano Island,Island County
6060,San Francisco-Oakland-Hayward,CA,94108,San Francisco,San Francisco County
6061,Chicago-Naperville-Elgin,IL,60403,Crest Hill,Will County
6062,Troy,AL,36081,Troy,Pike County
6063,San Diego-Carlsbad,CA,92173,San Diego,San Diego County
6064,Tulsa,OK,74129,Tulsa,Tulsa County
6065,New York-Newark-Jersey City,NY,11946,Hampton Bays,Suffolk County
6066,Rio Grande City,TX,78584,Roma,Starr County
6067,Harrisburg-Carlisle,PA,17104,Harrisburg,Dauphin County
6068,Tampa-St. Petersburg-Clearwater,FL,33635,Town 'n' Country,Hillsborough County
6069,Worcester,MA,1603,Worcester,Worcester County
6070,Wichita,KS,67206,Wichita,Sedgwick County
6071,Providence-Warwick,MA,2790,Westport,Bristol County
6072,Spokane-Spokane Valley,WA,99217,Spokane,Spokane County
6073,Kansas City,MO,64064,Lees Summit,Jackson County
6074,,WI,54981,Waupaca,Waupaca County
6075,Las Vegas-Henderson-Paradise,NV,89146,Las Vegas,Clark County
6076,Scranton--Wilkes-Barre--Hazleton,PA,18706,Hanover,Luzerne County
6077,Wausau,WI,54455,Kronenwetter,Marathon County
6078,Portland-South Portland,ME,4062,Windham,Cumberland County
6079,North Port-Sarasota-Bradenton,FL,34237,Sarasota,Sarasota County
6080,Detroit-Warren-Dearborn,MI,48034,Southfield,Oakland County
6081,New Castle,PA,16117,Ellwood City,Lawrence County
6082,Decatur,IN,46733,Decatur,Adams County
6083,Liberal,KS,67901,Liberal,Seward County
6084,Salt Lake City,UT,84093,Sandy,Salt Lake County
6085,Huntsville,AL,35763,Owens Cross Roads,Madison County
6086,Chicago-Naperville-Elgin,IL,60160,Melrose Park,Cook County
6087,Chicago-Naperville-Elgin,IL,60093,Winnetka,Cook County
6088,Boston-Cambridge-Newton,MA,2492,Needham,Norfolk County
6089,Austin-Round Rock,TX,76574,Taylor,Williamson County
6090,Tampa-St. Petersburg-Clearwater,FL,33598,Wimauma,Hillsborough County
6091,Rochester,NY,14420,Sweden,Monroe County
6092,Seattle-Tacoma-Bellevue,WA,98136,Seattle,King County
6093,Minneapolis-St. Paul-Bloomington,WI,54017,New Richmond,Saint Croix County
6094,Syracuse,NY,13203,Syracuse,Onondaga County
6095,Los Angeles-Long Beach-Anaheim,CA,90222,Compton,Los Angeles County
6096,Racine,WI,53185,Waterford,Racine County
6097,Chicago-Naperville-Elgin,IL,60154,Westchester,Cook County
6098,Tupelo,MS,38804,Tupelo,Lee County
6099,St. Louis,IL,62208,Fairview Heights,Saint Clair County
6100,Providence-Warwick,MA,2724,Fall River,Bristol County
6101,New York-Newark-Jersey City,NJ,7735,Union Beach,Monmouth County
6102,Tampa-St. Petersburg-Clearwater,FL,33525,Dade City,Pasco County
6103,Port St. Lucie,FL,34951,Fort Pierce,Saint Lucie County
6104,Philadelphia-Camden-Wilmington,PA,19440,Hatfield,Montgomery County
6105,Augusta-Richmond County,GA,30824,Thomson,McDuffie County
6106,Philadelphia-Camden-Wilmington,NJ,8077,Cinnaminson,Burlington County
6107,Los Angeles-Long Beach-Anaheim,CA,92808,Anaheim,Orange County
6108,Seattle-Tacoma-Bellevue,WA,98408,Tacoma,Pierce County
6109,Knoxville,TN,37909,Knoxville,Knox County
6110,New York-Newark-Jersey City,NJ,7508,North Haledon,Passaic County
6111,New York-Newark-Jersey City,NY,11968,Southampton,Suffolk County
6112,Miami-Fort Lauderdale-West Palm Beach,FL,33331,Weston,Broward County
6113,North Port-Sarasota-Bradenton,FL,34239,Sarasota,Sarasota County
6114,Philadelphia-Camden-Wilmington,PA,18902,Buckingham,Bucks County
6115,Tampa-St. Petersburg-Clearwater,FL,33637,Temple Terrace,Hillsborough County
6116,Dallas-Fort Worth-Arlington,TX,75402,Greenville,Hunt County
6117,Watertown-Fort Atkinson,WI,53094,Watertown,Jefferson County
6118,Cincinnati,KY,41076,Cold Spring,Campbell County
6119,Tampa-St. Petersburg-Clearwater,FL,33777,Seminole,Pinellas County
6120,New York-Newark-Jersey City,NJ,7205,Hillside,Union County
6121,Albany-Schenectady-Troy,NY,12054,Bethlehem,Albany County
6122,Birmingham-Hoover,AL,35040,Calera,Shelby County
6123,Cedar City,UT,84720,Cedar City,Iron County
6124,Wapakoneta,OH,45895,Wapakoneta,Auglaize County
6125,Virginia Beach-Norfolk-Newport News,VA,23508,Norfolk,Norfolk City
6126,Rochester,NY,14468,Parma,Monroe County
6127,Chicago-Naperville-Elgin,IL,60465,Palos Hills,Cook County
6128,Tampa-St. Petersburg-Clearwater,FL,33778,Largo,Pinellas County
6129,Holland,MI,49010,Allegan,Allegan County
6130,Pinehurst-Southern Pines,NC,28327,Whispering Pines,Moore County
6131,Springfield,MO,65613,Bolivar,Polk County
6132,Little Rock-North Little Rock-Conway,AR,72022,Bryant,Saline County
6133,Billings,MT,59106,Billings,Yellowstone County
6134,Shreveport-Bossier City,LA,71104,Shreveport,Caddo Parish
6135,Austin-Round Rock,TX,78724,Austin,Travis County
6136,Cedartown,GA,30153,Rockmart,Polk County
6137,Russellville,AR,72801,Russellville,Pope County
6138,Boston-Cambridge-Newton,MA,1913,Amesbury,Essex County
6139,Chicago-Naperville-Elgin,IL,60106,Bensenville,DuPage County
6140,,IN,47960,Monticello,White County
6141,Bridgeport-Stamford-Norwalk,CT,6820,Darien,Fairfield County
6142,Worcester,MA,1610,Worcester,Worcester County
6143,Allentown-Bethlehem-Easton,PA,18109,Allentown,Lehigh County
6144,Los Angeles-Long Beach-Anaheim,CA,90303,Inglewood,Los Angeles County
6145,Providence-Warwick,MA,2747,Dartmouth,Bristol County
6146,Spokane-Spokane Valley,WA,99201,Spokane,Spokane County
6147,,VA,24450,Lexington,Rockbridge County
6148,Cleveland-Elyria,OH,44089,Vermilion,Lorain County
6149,Odessa,TX,79765,Odessa,Ector County
6150,Knoxville,TN,37932,Knoxville,Knox County
6151,Miami-Fort Lauderdale-West Palm Beach,FL,33316,Fort Lauderdale,Broward County
6152,Dallas-Fort Worth-Arlington,TX,76105,Fort Worth,Tarrant County
6153,Bridgeport-Stamford-Norwalk,CT,6804,Brookfield,Fairfield County
6154,Lafayette,LA,70507,Lafayette,Lafayette Parish
6155,San Diego-Carlsbad,CA,92029,Escondido,San Diego County
6156,Birmingham-Hoover,AL,35071,Gardendale,Jefferson County
6157,Detroit-Warren-Dearborn,MI,48082,Saint Clair Shores,Macomb County
6158,Nashville-Davidson--Murfreesboro--Franklin,TN,37210,Nashville,Davidson County
6159,Laramie,WY,82072,Laramie,Albany County
6160,Chicago-Naperville-Elgin,IL,60140,Pingree Grove,Kane County
6161,Philadelphia-Camden-Wilmington,NJ,8505,Bordentown,Burlington County
6162,New York-Newark-Jersey City,NJ,8872,Sayreville,Middlesex County
6163,San Jose-Sunnyvale-Santa Clara,CA,95135,San Jose,Santa Clara County
6164,Cullowhee,NC,28779,Sylva,Jackson County
6165,Greensboro-High Point,NC,27317,Randleman,Randolph County
6166,Los Angeles-Long Beach-Anaheim,CA,90232,Culver City,Los Angeles County
6167,Kingsport-Bristol-Bristol,VA,24210,Abingdon,Washington County
6168,Amarillo,TX,79110,Amarillo,Potter County
6169,,TN,37354,Madisonville,Monroe County
6170,Davenport-Moline-Rock Island,IA,52807,Davenport,Scott County
6171,Trenton,NJ,8550,West Windsor,Mercer County
6172,Charlotte-Concord-Gastonia,NC,28075,Harrisburg,Cabarrus County
6173,Harrisburg-Carlisle,PA,17070,New Cumberland,Cumberland County
6174,New York-Newark-Jersey City,NY,10509,Southeast,Putnam County
6175,Cleveland-Elyria,OH,44132,Euclid,Cuyahoga County
6176,New York-Newark-Jersey City,NJ,7407,Elmwood Park,Bergen County
6177,Baton Rouge,LA,70714,Baker,East Baton Rouge Parish
6178,Fort Wayne,IN,46816,Fort Wayne,Allen County
6179,Wichita Falls,TX,76301,Wichita Falls,Wichita County
6180,New York-Newark-Jersey City,NY,10805,New Rochelle,Westchester County
6181,Chicago-Naperville-Elgin,IL,60585,Plainfield,Will County
6182,Worcester,CT,6226,Willimantic,Windham County
6183,Fairbanks,AK,99701,Fairbanks,Fairbanks North Star Borough
6184,Chicago-Naperville-Elgin,IL,60805,Evergreen Park,Cook County
6185,Washington-Arlington-Alexandria,VA,22551,Spotsylvania,Spotsylvania County
6186,San Antonio-New Braunfels,TX,78220,San Antonio,Bexar County
6187,Dallas-Fort Worth-Arlington,TX,76205,Denton,Denton County
6188,Virginia Beach-Norfolk-Newport News,VA,23325,Chesapeake,Chesapeake City
6189,Dallas-Fort Worth-Arlington,TX,76015,Arlington,Tarrant County
6190,Phoenix-Mesa-Scottsdale,AZ,85262,Scottsdale,Maricopa County
